,isbn_13,isbn_10,lta
3470,9780571224388,0571224385,"['Waterstones Books of the Century (1997, No 46)', 'Los Angeles Times Book Prize (1984.03|Fiction, 1984)', ""BBC's Big Read (Best loved novel, 2003, No 191)"", 'New York Times Best Books of the Year (1984)', 'New York Times bestseller (Fiction, 1984)', 'Guardian 1000 (Love)', '1001 Books You Must Read Before You Die (2006/2008/2010/2012 Edition)', 'Århundrets bibliotek', 'Harenberg Buch der 1000 Bücher', 'ZDF Das große Lesen - Die Lieblingsbücher der Deutschen (35)', 'SWR-Bestenliste (1984)', 'Academy Award for Writing Adapted Screenplay Nominee (1988)', 'BAFTA Award for Best Adapted Screenplay (1988)', ""The Telegraph's 100 novels everyone should read (47)"", '501 Must-Read Books (Modern Fiction)', 'ZEIT Literaturkanon (1980-1989)', 'From Zero to Well-Read in 100 Books', 'Harvard Bookstore Top 100 (84)', '1001 böcker du måste läsa innan du dör', 'Список любимых книг Бориса Акунина (Зарубежная литература, 4)', '66 Bücher, von denen alle sagen, dass du sie gelesen haben musst']"
3471,9780571225378,0571225373,"['Winifred Holtby Memorial Prize (1982)', '1001 Books You Must Read Before You Die (2006/2008/2010/2012 Edition)', 'ALA Notable Books for Adults (1982)']"
3472,9780571225392,057122539X,"['Whitbread Shortlist (Novel, 1995)', 'Cheltenham Prize (1995)', 'Guardian 1000 (Science Fiction & Fantasy)', '1001 Books You Must Read Before You Die (2006/2008/2010/2012 Edition)', 'Prix Baudelaire de la SGDL (Sophie Mayoux, 1997)']"
3473,9780571225552,0571225551,
3474,9780571226337,0571226337,
3475,9780573605734,0573605734,"['New York Times bestseller (Fiction, 1973)', '1001 Books You Must Read Before You Die (2006 Edition)', 'Guardian 1000 (Comedy)', ""Daily Telegraph's 100 Books of the Century, 1900-1999"", 'Harvard Bookstore Top 100 (3)', '1001 böcker du måste läsa innan du dör', 'Audie Award Finalist (Best Male Narrator, 2016)']"
3476,9780573612251,0573612250,
3477,9780575048362,0575048360,"['Prix Imaginales (Patrick Couton, Prix spécial du jury, 2002)']"
3478,9780575066892,057506689X,"[""BBC's Big Read (Best loved novel, 2003, No 151)"", 'Prix Imaginales (Patrick Couton, Prix spécial du jury, 2002)']"
3479,9780575068858,057506885X,
3480,9780575073357,0575073357,"['Hugo (Novel, 1963)', ""Larry McCaffery's 20th Century Greatest Hits (75)"", 'Guardian 1000 (Science Fiction & Fantasy)', 'Locus 1987 Poll, All-Time Best SF Novel (14)', 'Locus 1975 Poll, All-Time Best Novel (22)', 'thisrecording.com 100 Greatest Science Fiction or Fantasy Novels of All Time (15)', 'Locus 1998 Poll, All-Time Best SF Novel Before 1990 (18)', ""David Pringle's Best 100 Science Fiction Novels (37)"", 'Classics of Science Fiction (19)', '61 Essential Postmodern Reads (21)', 'The SF Book Club\'s ""The Most Significant SF & Fantasy Books of the Last 50 Years From 1953-2002"" (33)', ""BookDepository's 100 Best Books Ever"", '100 лучших книг по версии Дистопии (98)', ""San Francisco Chronicle list of The 20th Century's 100 Best Fiction of the American West (57)"", '1000 Books to Read Before You Die (2018)']"
3481,9780575073616,0575073616,
3482,9780575075368,0575075368,"[""Mythopoeic Fantasy Award (Children's Literature, 1999)"", 'Booklist Top 10 Fantasy Book for Youth', 'Capitol Choices Noteworthy Book for Children and Teens (1998)', 'CCBC Choices (1998)']"
3483,9780575075597,0575075597,"['Arthur C. Clarke Award Shortlist (1988)', 'World Fantasy Award (Novel, 1988)', 'Locus 1998 Poll, All-Time Best Fantasy Novel Before 1990 (32)', ""David Pringle's Modern Fantasy: The 100 Best Novels (1986)""]"
3484,9780575075825,0575075821,"['Mythopoeic Fantasy Award Nominee (1972)', 'ALA Outstanding Books for the College Bound (1999.5|Fiction, 1999)', 'Horror: The 100 Best Books (1971)', ""David Pringle's Modern Fantasy: The 100 Best Novels (1971)"", 'ALA 100 Most Frequently Challenged Books of 2000-2009 (96)', ""Alabama Camellia Children's Choice Book Award (1985.5|10-12, 1984-1985)"", 'ALA Notable Books for Adults (1971)']"
3485,9780575076266,0575076267,
3486,9780575076815,057507681X,"['British Science Fiction Association Award (Novel, 1978)', 'John W. Campbell Memorial Award Finalist (1978)', 'Tähtivaeltaja-palkinto (1991)', 'thisrecording.com 100 Greatest Science Fiction or Fantasy Novels of All Time (41)', ""Graoully d'or (Roman étranger, 1979)"", 'Tähtivaeltaja: 1900-luvun tieteiskirjallisuuden TOP-50 (2000)']"
3487,9780575402904,0575402903,
3488,9780575601970,0575601973,['ALA Best Books for Young Adults (1993)']
3489,9780582418172,0582418178,
3490,9780582418271,1405882433,
3491,9780582461468,0582461464,
3492,9780586008355,0586008357,"['Locus 1987 Poll, All-Time Best SF Novel (33)', 'Locus 1975 Poll, All-Time Best Novel (30)', 'Classics of Science Fiction (73)', 'The SF Book Club\'s ""The Most Significant SF & Fantasy Books of the Last 50 Years From 1953-2002"" (13)', 'Hugo Nominee (1954.14|Novel, 1954 Retro-Hugo, 4th, 2004)', ""NPR's Top 100 Science-Fiction, Fantasy Books (94)""]"
3493,9780586040102,0586040102,
3494,9780586066881,0586066888,
3495,9780586071397,0586071393,
3496,9780586203194,0586203192,"['New York Times bestseller (Fiction, 1987)']"
3497,9780586203798,0586203796,
3498,9780586203811,0586203818,
3499,9780586210680,0586210687,
3500,9780586210697,0586210695,['Chesley Award for Best Hardback Cover Illustration (1994)']
3501,9780586217832,0586217835,"['Waterstones top 25 books of the last 25 years (2007, No 17)', ""BBC's Big Read (Best loved novel, 2003, No 89)"", 'Whitcoulls top 100, 2008 (17)', 'Whitcoulls top 100, 2010 (26)', ""NPR's Top 100 Science-Fiction, Fantasy Books (The Riftwar Saga, 66)""]"
3502,9780590032490,0590032496,"[""Waterstones The Nation's Favourite Children's Books (1997, No 12)"", ""Whitbread (Children's Novel, 1983)"", ""BBC's Big Read (Best loved novel, 2003, No 169)"", 'New York Times Outstanding Books of the Year (1983)', ""Federation of Children's Book Groups Award (1983)"", 'ALA 100 Most Frequently Challenged Books of 1990-2000 (27)', 'BILBY (read alone, 1993)', 'ALA 100 Most Frequently Challenged Books of 1990-1999 (22)', 'School Library Journal Top 100 Children’s Novels, 2010 Poll (96)', 'Bancarellino (1988)', 'Wyoming Indian Paintbrush Nominee (1988|2nd Runner-up 1988)', ""School Library Journal Top 100 Children's Novels, 2012 Poll (81)""]"
3503,9780590100564,0590100564,"['Giverny Book Award (1998)', 'CCBC Choices (1997)']"
3504,9780590103879,0590103873,
3505,9780590135894,0590135899,"['Buckeye Children’s Book Award (1993.2|Grades 3-5, 1993)', 'AISLE Read-Aloud Books Too Good To Miss (1992.3|Middle School, 1992)', ""IRA Children's Choices Reading List (1992-1994)"", 'NCTE Adventuring with Books: A Booklist for Pre-K—Grade 6 (1993|10th Edition: 1988-1992)']"
3506,9780590209328,0590209329,
3507,9780590209342,0590209345,
3508,9780590213110,0590213113,"['ALA Popular Paperbacks for Young Adults (2003.04|Lock it, Lick it, Click it: Diaries, Letters and Email, 2003)', 'Young Hoosier Book Award Nominee (2000-2001.2|Middle Grades, 2000-2001)', 'ALA Quick Picks for Reluctant Young Adult Readers (1999)', 'Wyoming Indian Paintbrush Nominee (2001)', ""Rebecca Caudill Young Readers' Book Award Nominee (2000)"", 'TLA Texas Lone Star Reading List', 'New Hampshire Isinglass Teen Read Award Nominee (2003)', ""West Virginia Children's Choice Book Award Nominee (2001|2000-2001)""]"
3509,9780590227162,0590227165,
3510,9780590254762,0590254766,"['Waterstones Books of the Century (1997, No 21)', 'Prix de La Nuit du Livre (Bibliothèque Gallimard de Jeunesse, Prix de la Nuit du Livre ®, 2013)', ""Waterstones The Nation's Favourite Children's Books (1997, No 3)"", ""Time's All-Time 100 Novels selection"", ""BBC's Big Read (Best loved novel, 2003, No 09)"", 'Whitcoulls top 100, 2008 (33)', ""The Telegraph's 110 Best Books: The Perfect Library (2008)"", ""Newsweek's Top 100 Books: The Meta-List (2009, No. 37)"", ""1001 Children's Books You Must Read Before You Grow Up (2009.0503|2009, Ages 8↑)"", ""New York Public Library's Books of the Century (12|Favorites of Childhood and Youth)"", ""David Pringle's Modern Fantasy: The 100 Best Novels (1950)"", 'Whitcoulls top 100, 2010 (39)', ""501 Must-Read Books (Children's Fiction)"", 'From Zero to Well-Read in 100 Books', 'The 100 Favorite Novels of Librarians (42)', '1001 böcker du måste läsa innan du dör', 'School Library Journal Top 100 Children’s Novels, 2010 Poll (4)', ""School Library Journal Top 100 Children's Novels, 2012 Poll (5)"", '1000 Books to Read Before You Die (2018)', 'Besides the Bible: 100 Books That Have, Should, or Will Create Christian Culture', 'Hugo Nominee (1951.13|Novel, 1951 Retro-Hugo, 2001)']"
3511,9780590255226,0590255223,
3512,9780590317672,0590317679,
3513,9780590321143,0590321145,"['Young Hoosier Book Award Nominee (1985-1986.2|Intermediate, 1985-1986)', ""Sunshine State Young Reader's Award Nominee (1984)"", 'CCBC Choices (1980.8|Fiction for the Younger Reader, 1980)', ""Charlie May Simon Children's Book Award Nominee""]"
3514,9780590326292,0590326295,
3515,9780590407328,0590407325,
3516,9780590413817,0590413813,
3517,9780590419277,0590419277,
3518,9780590422673,0590422677,
3519,9780590425575,0590425579,
3520,9780590428880,0590428888,
3521,9780590430265,0590430262,
3522,9780590434119,059043411X,
3523,9780590440615,0590440616,
3524,9780590444255,0590444255,"['Texas Bluebonnet Award Nominee (1988)', ""Sequoyah Book Award Nominee (1988.1|Children's 1987-1988)"", 'Utah Beehive Book Award Nominee (1986.2|Informational, 1986)']"
3525,9780590456807,0590456806,
3526,9780590475365,0590475363,
3527,9780590488129,0590488120,['Newbery Honor (1944)']
3528,9780590488150,0590488155,"['Newbery Honor (1938)', 'School Library Journal Top 100 Children’s Novels, 2010 Poll (85)']"
3529,9780590598873,0590598872,
3530,9780590692083,0590692089,
3531,9780590764704,0590764705,
3532,9780590849029,0590849026,
3533,9780590876124,0590876120,
3534,9780590956161,0590956167,"[""Oprah's Book Club selection (1997)""]"
3535,9780590975001,0590975005,"['Waterstones Books of the Century (1997, No 97)', ""Waterstones The Nation's Favourite Children's Books (1997, No 8)"", ""Red House Children's Book Award (Winner, 1983)"", ""BBC's Big Read (Best loved novel, 2003, No 56)"", ""1001 Children's Books You Must Read Before You Grow Up (2009.0624|2009, Ages 8↑)""]"
3536,9780590988490,0590988492,"['ALA Popular Paperbacks for Young Adults (2004.02 | Guess  Again: Mystery and Suspense!, 2004)', 'ALA Quick Picks for Reluctant Young Adult Readers (1998)']"
3537,9780593040591,0593040597,
3538,9780593043165,0593043162,"[""The Guardian's 100 Best Nonfiction Books of All-Time (6)"", ""BookDepository's 100 Best Books Ever"", 'Waterstones Books of the Century', 'KIB - Non Fiction books everyone should read (5)', 'New York Times bestseller (Nonfiction 1988)', 'Guardian 100 Greatest Non-Fiction (Science)', '100 Books That Shaped World History', 'Harenberg Buch der 1000 Bücher']"
3539,9780595092147,0595092144,
3540,9780595272099,0595272096,
3541,9780595321803,0595321801,"['Christopher Award (Books for Young People, 1971)', ""William Allen White Children's Book Award Nominee (1973.1|1972-1973)"", 'VDL Dorothy Canfield Fisher Book Award Nominee (1972.1|1971-1972)', ""Library of Congress Children's Literature Center Children's Books (1970.02|Stories for the Middle Group, 1970)""]"
3542,9780596003067,0596003064,
3543,9780596006624,0596006624,"['200 лучших нон-фикшн книг по версии журнала ""Афиша""']"
3544,9780596006792,0596006799,
3545,9780596006938,0596006934,
3546,9780596523695,0596523696,
3547,9780596527082,059652708X,
3548,9780596527419,0596527411,
3549,9780600601166,0600601161,
3550,9780606349154,0606349154,"[""The Observer's 100 Greatest Novels of All Time (76)"", 'Waterstones Books of the Century (1997, No 8)', 'Rómulo Gallegos (1972)', ""BBC's Big Read (Best loved novel, 2003, No 32)"", 'New York Times Best Books of the Year (1970)', 'New York Times bestseller (Fiction, 1970)', 'Meilleur livre étranger (Roman, 1969)', '1001 Books You Must Read Before You Die (2006/2008/2010/2012 Edition)', 'Guardian 1000 (War and travel)', 'Århundrets bibliotek', ""Oprah's Book Club selection (2004)"", ""The Telegraph's 110 Best Books: The Perfect Library (2008)"", ""Newsweek's Top 100 Books: The Meta-List (2009, No. 17)"", ""Norwegian Book Clubs' top 100 books of all time"", ""New York Public Library's Books of the Century (01|Landmarks of Modern Literature)"", 'The Globe & Mail 50 Greatest Books (16)', ""Daniel S. Burt's Novel 100 (19)"", ""The Telegraph's 100 novels everyone should read (60)"", '501 Must-Read Books (Modern Fiction)', 'The Top Ten: Writers Pick Their Favorite Books (20|66 points)', 'Orange Prize for Fiction\'s ""50 Essential Reads by Contemporary Authors""', ""Le Monde's 100 Books of the Century (33)"", ""Philip Ward's Lifetime Reading Plan (Year 11)"", ""Boston Public Library's 100 Most Influential Books of the Century"", '1001 böcker du måste läsa innan du dör', ""Daily Telegraph's 100 Books of the Century, 1900-1999"", ""Rant Lifestyle's 25 Greatest Books of All Time (18)"", 'The 100 Favorite Novels of Librarians (32)', ""Read This Next: 500 of the Best Books You'll Ever Read (Family)"", ""BookDepository's 100 Best Books Ever"", 'Геном русской души (9)', 'Harvard Bookstore Top 100 (4)', '50 Great Hispanic Novels Every Student Should Read (31)', 'Best Spanish-language novels by Piero Scaruffi (2)', '100 лучших книг по версии Дистопии (39)', '29 Best Latin American novels', ""WLT's 40 Most Important Books, 1927-2001 (1967)"", '1000 лучших произведений мировой худ. литературы в русских переводах, рекомендованных для комплектования школьной библиотеки', '100 книг, которые должен прочитать каждый по мнению Дмитрия Быкова', 'Harenberg Buch der 1000 Bücher', 'ALA Notable Books for Adults (1970)', 'The Great American Read (54)', '1000 Books to Read Before You Die (2018)', 'Les 100 livres préférés des Français (66)', 'The New Lifetime Reading Plan With Going Further (132)', 'Best Works of Literature by Piero Scaruffi', 'Greatest Books algorithm (#4)']"
3551,9780609602195,0609602195,
3552,9780609610572,0609610570,"['New York Times bestseller (Advice, How-To & Miscellaneous, 2002)', 'Audie Award Finalist (Business Information/Educational, 2003)']"
3553,9780609801406,0609801406,"['Audie Award Finalist (Non-Fiction, 1997)']"
3554,9780609804247,0609804243,
3555,9780609808344,0609808346,
3556,9780613371650,0613371658,"[""BBC's Big Read (Best loved novel, 2003, No 99)"", 'South Carolina Junior Book Award Nominee (2002-2003)', 'ALA Best Books for Young Adults (2001)', 'ALA Popular Paperbacks for Young Adults (2003.04|Lock it, Lick it, Click it: Diaries, Letters and Email, 2003)', 'ALA Quick Picks for Reluctant Young Adult Readers - Top Ten (2001)', ""TASL Volunteer State Book Children's Choice Award (2002-2003)"", 'ALA Quick Picks for Reluctant Young Adult Readers (2001)', 'ALA Popular Paperbacks for Young Adults (2014.03| Humor Me: Funny, Fantastic and Witty Reads, 2014)', 'Colorado Blue Spruce Award Nominee (2005)', 'Washington Evergreen Young Adult Book Award (2003)', ""IRA Young Adults' Choices Reading List (2002)""]"
3557,9780613996983,0613996984,"['New York Times bestseller (Fiction, 1952)', 'National Book Award finalist (1953.1|Fiction, 1953)', 'Western Heritage Award (Western Novel, 1975)', ""Oprah's Book Club selection (2003)"", 'Academy Award for Writing Adapted Screenplay Nominee (1955)', 'Guardian 1000 (Family and self)', 'The Modern Library: the 200 best novels in English since 1950 (1950s)', 'Audie Winner (2004.21|Classic, 2004)', ""BBC's Big Read (Best loved novel, 2003, No 133)"", 'The Top Ten: Writers Pick Their Favorite Books (118|13 points)', ""The Essential Man's Library: 100 Must-Read Books"", 'Harenberg Buch der 1000 Bücher', 'The 100 Favorite Novels of Librarians (63)', 'Голямото четене (9)', 'Besides the Bible: 100 Books That Have, Should, or Will Create Christian Culture', 'Список любимых книг Бориса Акунина (Зарубежная литература, 9)', 'Greatest Books algorithm (#819)', '66 Bücher, von denen alle sagen, dass du sie gelesen haben musst']"
